"","timestamp","num.likes","num.comments","num.shares","posted.by","message","embeded.link","embeded.link.text","sample.comments","rbloggers.link","title","first.published","author","blog.name","blog.link","tags"
"262","Friday, April 1, 2011 at 4:32pm","0","0","0","R bloggers","","http://www.facebook.com/notes/r-bloggers/revolutions-chief-scientist-r-is-the-language-of-the-future/10150144976298583","Revolution
 Analytics' Chief Scientist Lee Edlefsen was a presenter at the 
Structure Big Data conference in New York last week. You can download 
the slides from his talk, The Coming Revolution in 
Statistics, here (PDF 418k). ...","",NA,NA,NA,NA,NA,NA,NA
"263","Friday, April 1, 2011 at 4:32pm","0","0","0","R bloggers","","http://www.facebook.com/notes/r-bloggers/empirical-software-engineering-is-five-years-old/10150144976278583","Science and engineering are built on theoretical models that are tested against measurements of ‘reality’.  U...","",NA,NA,NA,NA,NA,NA,NA
"264","Thursday, March 31, 2011 at 6:43pm","0","0","0","R bloggers","","http://www.facebook.com/notes/r-bloggers/comparison-of-uah-and-rss-time-series-with-common-baseline/10150144285343583","In
 this post I set both UAH 5.4 and RSS 3.3 global temperature anomaly 
series to a common baseline period (1981-2010)  to compare them...","",NA,NA,NA,NA,NA,NA,NA
"265","Thursday, March 31, 2011 at 6:43pm","2 people like this","0","0","R bloggers","","http://www.facebook.com/notes/r-bloggers/image-classification-limits-part-2/10150144285338583","Recently
 i released the first 64-bit versions of Bio7 bundled with a 64-bit Java
 Virtual Machine.I’m always curious how far i can go using both 
applications together to do image analysis (especially classification) 
with huge images coming e.g. from satellites. ...","",NA,NA,NA,NA,NA,NA,NA
"266","Thursday, March 31, 2011 at 6:43pm","2 people like this","0","0","R bloggers","","http://www.facebook.com/notes/r-bloggers/baseball-t-tests-and-statistical-surprises/10150144285328583","Are MLB players better hitters now than they were 20 years ago...","",NA,NA,NA,NA,NA,NA,NA
"267","Wednesday, March 30, 2011 at 8:34pm","0","0","0","R bloggers","","http://www.facebook.com/notes/r-bloggers/globally-set-digits-in-sweave/10150143605673583","I
 use Sweave regularly for most of my writing and love the way it works. 
However, one issue that often irks me is the inability to globally set 
the number of digits to display. Here is a minimal example that 
illustrates my point...","",NA,NA,NA,NA,NA,NA,NA
"268","Wednesday, March 30, 2011 at 8:34pm","0","0","0","R bloggers","","http://www.facebook.com/notes/r-bloggers/tor-anonymity-network-using-r-for-website-graphics/10150143605693583","These
 graphics look familiar. From the Tor Metrics Portal: ""The metrics 
website uses R to generate custom graphs on demand."" See more here: http://metrics.torproject.org/graphs.html. This post was kindly contributed by  BioStatMatt » R - go there to comment and to read the full post. ","",NA,NA,NA,NA,NA,NA,NA
"269","Wednesday, March 30, 2011 at 8:34pm","0","0","0","R bloggers","","http://www.facebook.com/notes/r-bloggers/rcpp-workshop-in-chicago-on-april-28th/10150143605688583","OverviewThis
 year's R/Finance conference will be preceded by a full-day masterclass 
on Rcpp and related topics which will be held on Thursday, April 28, 
2011, the Univ...","",NA,NA,NA,NA,NA,NA,NA
"270","Tuesday, March 29, 2011 at 10:35pm","0","0","0","R bloggers","","http://www.facebook.com/notes/r-bloggers/day-13-more-plots-colors-and-loess-smoothing/10150124721573583","Yesterday I tried to insert some more R code into knime...","",NA,NA,NA,NA,NA,NA,NA
"271","Tuesday, March 29, 2011 at 10:35pm","0","0","0","R bloggers","","http://www.facebook.com/notes/r-bloggers/day-14-another-r-course/10150124721588583","So
 today I’m going to follow another R-course which is supposed to tell me
 more about Flowcytometry in R. I’ll keep you up to date This post was 
kindly contributed by  Stageverloop Kris » R-En - go there to comment 
and to read the full post. ","",NA,NA,NA,NA,NA,NA,NA
"272","Tuesday, March 29, 2011 at 10:35pm","0","At least 1 comment","0","R bloggers","","http://www.facebook.com/notes/r-bloggers/merge-with-solar/10150124721598583","The
 version 0.22 of solaR includes a new method, mergesolaR. It is designed
 to merge daily time series of several solaR objects...","Lisa Schweitzer This is really interesting. I am wondering if I could do the same thing with highway performance monitors....Tuesday, March 29, 2011 at 11:32pm · LikeUnlikeReply",NA,NA,NA,NA,NA,NA,NA
"273","Tuesday, March 29, 2011 at 12:46am","0","0","0","R bloggers","","http://www.facebook.com/notes/r-bloggers/using-r-and-snow-on-ohio-supercomputer-centers-glenn-cluster/10150124015223583","Over
 the last several days, I have had the “pleasure” of getting parallel 
processing with R running on the the Ohio Supercomputer Center’s (OSC) 
Glenn cluster. I am working on a project that uses GenMatch from 
Sekhon’s Matching, which uses the snow library to manage parallel 
processing. Gettin...","",NA,NA,NA,NA,NA,NA,NA
"274","Tuesday, March 29, 2011 at 12:46am","0","0","0","R bloggers","","http://www.facebook.com/notes/r-bloggers/day-12-5-ways-to-visualize-plots-in-knime/10150124015228583","Today I’m checking which plot function works fastest, I did this via this blogpost. http://www.r-bloggers.com/five-ways-to-visualize-your-pairwise-comparisons/ But I’m not doing this in an Rgui, but in Knime. I ...","",NA,NA,NA,NA,NA,NA,NA
"275","Tuesday, March 29, 2011 at 12:46am","4 people like this","0","0","R bloggers","","http://www.facebook.com/notes/r-bloggers/time-series/10150124015213583","‎(This
 post got published on The Statistics Forum yesterday.)The short book 
review section of the International Statistical Review sent me Raquel 
Prado’s and Mike West’s book, Time Series (Modeling, Computation, and 
Inference) to review. Th...","",NA,NA,NA,NA,NA,NA,NA
"276","Monday, March 28, 2011 at 2:56am","0","0","0","R bloggers","","http://www.facebook.com/notes/r-bloggers/r-guis-which-one-fits-you/10150123292508583","The
 gap of the new “digital divide” between those who only use computers 
when they are as easy to use as iPads and smartphones and those who like
 (or at least accept) to type commands to perform jobs, seems to get 
bigger and bigger.R – the lingua franca of statistical computing – is 
exactly such a ...","",NA,NA,NA,NA,NA,NA,NA
"277","Monday, March 28, 2011 at 2:56am","0","0","0","R bloggers","","http://www.facebook.com/notes/r-bloggers/r-re-exam/10150123292498583","In
 what seems like an endless cuRse, I found this week I had to re-grade a
 dozen R exams a TA’s did not grade properly! The grades I (X) got are 
plotted below against those of my TA (Y). ...","",NA,NA,NA,NA,NA,NA,NA
"278","Monday, March 28, 2011 at 2:56am","0","0","0","R bloggers","","http://www.facebook.com/notes/r-bloggers/r-bloggers-im-syndicated/10150123292493583","Today
 Left Censored became a contributor to R-Bloggers. If you’ve never heard
 of it, R-Bloggers is a blog aggregator that brings together R-related 
posts from a large number of blogs across the Internet. ...","",NA,NA,NA,NA,NA,NA,NA
"279","Sunday, March 27, 2011 at 5:28am","2 people like this","0","0","R bloggers","","http://www.facebook.com/notes/r-bloggers/an-r-package-or-a-r-package/10150122518573583","I’m
 currently writing some lecture notes on R and I used the phrase “a R 
package” without thinking. Since the word following the article “a” was a
 consonant, I automatically went for “a” instead of “an”. The problem is
 t...","",NA,NA,NA,NA,NA,NA,NA
"280","Sunday, March 27, 2011 at 5:28am","3 people like this","0","0","R bloggers","","http://www.facebook.com/notes/r-bloggers/how-to-backtest-a-strategy-in-r/10150122518593583","This
 is the third post in the Backtesting in Excel and R series and it will 
show how to backtest a simple strategy in R.  It will follow the 4 
steps Damian outlined in his post on how to backtest a simple strategy 
in Excel....","",NA,NA,NA,NA,NA,NA,NA
"281","Sunday, March 27, 2011 at 5:28am","0","At least 1 comment","0","R bloggers","","http://www.facebook.com/notes/r-bloggers/solar-022-is-at-cran/10150122518583583","The version 0.22 of solaR is now available at CRAN...","Frank Berninger Part of this could be interesting in production ecology also...Sunday, March 27, 2011 at 8:07am · LikeUnlikeReply",NA,NA,NA,NA,NA,NA,NA
"282","Saturday, March 26, 2011 at 7:59am","2 people like this","At least 1 comment","0","R bloggers","","http://www.facebook.com/notes/r-bloggers/aquamacs-22-and-ess/10150121850098583","News
 of the latest release of Aquamacs, version 2.2, appeared this week in 
my echo area.  Given the opportunity to procrastinate, I dropped 
everything and upgraded; returning to work, I noticed that the version 
of ESS shipped with Aquamacs 2.2 is ESS 5.8, released over a year ago...","Romain François Another great achievement from the dirk side of the force. Saturday, March 26, 2011 at 12:33pm · LikeUnlike ·  1ReplyJohn Shonder I have to say that as pretty as RStudio is, I still prefer Aquamacs with ESS.Saturday, March 26, 2011 at 1:53pm · LikeUnlikeReply",NA,NA,NA,NA,NA,NA,NA
"283","Saturday, March 26, 2011 at 7:59am","4 people like this","0","0","R bloggers","","http://www.facebook.com/notes/r-bloggers/r-inside-qt-a-simple-rinside-application/10150121850103583","The
 RInside package makes it pretty simple and straightforward to embed R, 
the wonderful statistical programming environment and language, inside 
of a C++ application.  This uses both the robust embedding API provided 
by R itself, and the higher-level abstractions from our Rcpp package...","",NA,NA,NA,NA,NA,NA,NA
"284","Saturday, March 26, 2011 at 7:59am","0","0","0","R bloggers","","http://www.facebook.com/notes/r-bloggers/because-its-friday-do-celebrities-follow-the-half-your-age-plus-seven-rule/10150121850108583","Remember
 the Dating Equation from a while back, that formula that determines the
 socially acceptable bounds for the age of a female companion given the 
age of the male partner...","",NA,NA,NA,NA,NA,NA,NA
"285","Friday, March 25, 2011 at 10:33am","0","0","0","R bloggers","","http://www.facebook.com/notes/r-bloggers/dag-2/10150121162023583","Vandaag
 heb ik verder gewerkt aan de User Interface voor R. Dit wordt gedaan 
doormiddel van RGG. Dit is een “extensie” voor de R-code. Voor meer 
uitleg kan je best eens gaan kijken op http://rgg.r-forge.r-project.org/ Om deze RGG te gebruiken moet je eerst zorgen dat R op je pc geinstalleerd is. Oo...","",NA,NA,NA,NA,NA,NA,NA
"286","Friday, March 25, 2011 at 10:33am","0","0","0","R bloggers","","http://www.facebook.com/notes/r-bloggers/dag-4-s-middags/10150121162028583","Vandaag
 is een belangrijke dag. Alleszins voor mij toch. Ik ga vandaag en 
donderdag een cursus R volgen. Wat kan R, wie gebruikt het, hoe werkt 
het, … en meer van deze vragen worden voor mij opgelost. De voormiddag 
was dus redelijk rustig. ...","",NA,NA,NA,NA,NA,NA,NA
"287","Friday, March 25, 2011 at 10:33am","0","0","0","R bloggers","","http://www.facebook.com/notes/r-bloggers/dag-1/10150121162018583","Vandaag
 mijn eerste stagedag achter de rug. Die begon al met wat miserie 
aangezien ik van de security nog niet door mocht omdat niemand in mijn 
gebouw de telefoon opnam om mijn aankomst te bevestigen. Na een 
kwartiertje mocht ik dan toch door...","",NA,NA,NA,NA,NA,NA,NA
"288","Thursday, March 24, 2011 at 12:45pm","3 people like this","0","0","R bloggers","","http://www.facebook.com/notes/r-bloggers/the-popularity-of-data-analysis-software-r-vs-sas-vs-spss-etc/10150120419228583","Robert
 Muenchen, the author of R for SAS and SPSS Users (A great book I’m 
proud to have on my shelf), has published this week an article in which 
he compares the popularity/market-share of many of the common 
statistical packages including R, SAS, SPSS and many others.The full 
article is available o...","",NA,NA,NA,NA,NA,NA,NA
"289","Thursday, March 24, 2011 at 12:45pm","2 people like this","0","0","R bloggers","","http://www.facebook.com/notes/r-bloggers/basic-ggplot2-network-graphs-ver2/10150120419223583","I posted last week a simple function to plot networks using ggplot2 package. Here is version 2...","",NA,NA,NA,NA,NA,NA,NA
"290","Thursday, March 24, 2011 at 12:45pm","4 people like this","0","0","R bloggers","","http://www.facebook.com/notes/r-bloggers/the-many-uses-of-q-q-plots/10150120419203583","My
 last four posts have dealt with boxplots and some useful variations on 
that theme.  Just after I finished the series, Tal Galili, who 
maintains the R-bloggers website, pointed me to a variant I hadn’t seen 
before.  It's called a beeswarm plot, and it's produced by the
 beeswarm package in R.  ...","",NA,NA,NA,NA,NA,NA,NA
"291","Wednesday, March 23, 2011 at 2:58pm","0","0","0","R bloggers","","http://www.facebook.com/notes/r-bloggers/getting-into-shape-for-the-sport-of-data-science-screencast-of-talk-by-jeremy-ho/10150119628058583","Jeremy
 Howard gave a talk at the Melbourne R User Group on 16th March 
2011.Jeremy provided tips on how to successfully compete in data mining 
competitions. He showed how he combines R with other tools to build 
predictive models...","",NA,NA,NA,NA,NA,NA,NA
